name,alias
xiaoi robot,上海智臻智能网络科技股份有限公司
xiaoi robot,"xiaoi robot, inc."
xiaomi,小米
xiaomi,xiaomi inc.
xiaomi,mi
xiaomi,小米科技
xiaomi,xiaomi keji
xiaomi,北京小米科技有限责任公司
xiaomi,xiaomin inc
xiaomi,xiaomi corporation
yitu,shanghai yitu network technology co ltd
yitu,yitu
yitu,yitu technology
yitu,衣图医疗
yitu,上海依图网络科技有限公司
yitu,依图
yitu,"shanghai yitu network technology co., ltd."
yiyuan.ai,"shenzhen yiyuan intelligent technology co., ltd."
yiyuan.ai,宜远智能
yiyuan.ai,深圳市宜远智能科技有限公司
yiyuan.ai,yiyuan
yiyuan.ai,shenzhen yi-yuan intelligence tech co.
yiyuan.ai,yiyuan intelligent
yuanfudao,猿辅导
yuanfudao,beijing shenguanyu keji youxian gongsi
yuanfudao,北京贞观雨科技有限公司
yuanfudao,"zhenguanyu tech, inc."
yuanfudao,beijing yuanli education technology co ltd
yyd robo,"shenzhen yongyida robot co., ltd."
yyd robo,勇艺达机器人
yyd robo,深圳勇艺达机器人有限公司
yyd robo,yongyida jiqiren
yyd robo,yyd robo
zhiniao,知鸟
znv,"shenzhen liwei zhilian technology co., ltd."
znv,中兴力维
znv,深圳力维智联技术有限公司 版权所有
znv,shenzhen znv technology co ltd
znv,liwei zhilian
zte,中兴
zte,中兴通讯股份有限公司
zte,zte corporation
zte,zte corp
zymergen,"zymergen, inc."
zymergen,zymergen bioinformatics
创新奇智,aiinnovation
创新奇智,创新奇智
创新奇智,ainnovation
创新奇智,shenzhen innovation qizhi technology co ltd
创新奇智,chuangxin qizhi
创新奇智,ainnovation technology limited
智易科技,"shenzhen zhiyi technology co., ltd."
智易科技,zhiyi tech
智易科技,智易科技
智易科技,深圳智易科技有限公司
智易科技,chi yi .ai
江行智能,"nanjing jiangxing lianjia intelligent technology co., ltd."
江行智能,南京江行联加智能科技有限公司版权所有
江行智能,江行智能
江行智能,jiangxing intelligence
江行智能,jiangxing intelligence inc
睿思芯科,睿思芯科
睿思芯科,rivai.ai
睿思芯科,睿思芯科(深圳)技术有限公司
睿思芯科,ruisixinke
睿思芯科,riscic
睿思芯科,rivai
1337arts.com,elite arts
3dim tech inc,3dim
3m,3m co
3m,minnesota mining and manufacturing company
4catalyzer,4catalyzer corporation
4catalyzer,4catalyzer corp
8tracks,"8tracks, inc."
8tracks,8tracks inc
8tracks,8tracks radio
"acme atronomatic, llc",acme atronomatic
adaptive biotechnologies corp.,adaptive biotechnologies
adaptive biotechnologies corp.,adaptive biotechnologies corporation
adaptive biotechnologies corp.,adaptive tcr
aegicare,安吉康尔
aegicare,aegicare coproration
aegicare,aegicare shenzhen technology co ltd
aetna,aetna inc
"affera, inc",affera
"affirm, inc.",affirm
"affirm, inc.",affirm inc
afresh,afresh technologies
afresh,afresh technologies inc.
afresh,pico systems
afresh,afresh llc
"age of learning, inc. / abcmouse.com",age of learning
"age of learning, inc. / abcmouse.com",age of learning inc.
agilent technologies,agilent
agilent technologies,"agilent technologies, inc."
agilent technologies,agilent technologies inc
airbnb,airbnb inc
airbnb,"airbnb, inc."
airbnb,airbed & breakfast
aktana,"aktana, inc."
aktana,incentalign inc.
akw analytics,akw analytics inc.
albeado,albeado inc
albeado,"albeado, inc."
allen institute for artificial intelligence,ai2
"alluxio, inc.",tachyon nexus
"alluxio, inc.",alluxio
"alluxio, inc.",alluxio inc
alta genetics,alta genetics inc
alta genetics,alta
american express,american express company
american express,amex
american express,american express co
amplify partners,amplify partners lp
analog devices,linear semiconductor sdn. bhd.
analog devices,analog
analog devices,adi
analog devices,analog devices inc
analog devices,analog devices international
antuit,"antuit, inc."
antuit,antuit inc
antuit,antuit.ai
app annie,app annie inc.
app annie,app annie ltd
applied materials,"applied materials, inc."
applied materials,applied materials inc
aptiv,delphi automotive
aptiv,aptiv plc
aqr capital management,aqr capital management llc
aqr capital management,aqr
arm,arm limited
arm,arm holdings
arm,arm ltd
"arxis capital, llc",arxis capital
"arxis capital, llc",arxis capital group llc
astrazeneca,astrazeneca plc
athena capital research llc,athena capital research
"atomo, inc",atomo inc
"atomo, inc",atomo
aucode,"automated controversy detection, llc"
aucode,automated controversy detection
autodesk,autodesk inc
autodesk,autodesk
autodesk,autodesk 
autodesk,"autodesk, inc."
autox.ai,autox
autox.ai,"autox technologies, inc."
autox.ai,autox inc
b12,unlimited labs inc.
b12,unlimited labs
"bay labs, inc.",caption health
"bay labs, inc.",caption health inc
benevolentai,benevolentai limited
benevolentai,stratified medical
benevolentai,benevolentai technology ltd
bidgely,"bidgely, inc."
bidgely,bidgely inc
"bionano genomics, inc.",bionano genomics
"bionano genomics, inc.",bionano genomics inc
blackfynn,"blackfynn, inc."
blackfynn,blackfynn inc
blackrock,blackrock brasil
blackrock,blackrock capital investment corporation
blackrock,"blackrock, inc."
blackrock,blackrock inc
bloomberg lp,bloomberh lp
bloomberg lp,bloomberg l.p.
bloomberg lp,bloomberg business
bloomberg lp,bloomberg lp
bluerisc,bluerisc
bluerisc,bluerisc inc.
booth bay area angel network,cbansv
booth bay area angel network,chicago booth bay angel network silicon valley
booz allen hamilton,booz allen hamilton inc.
booz allen hamilton,booz digital
bp,british petroleum
bp,bp p.l.c.
bp,bp plc
"brain, llc",brain technologies
"brain, llc","brain technologies, inc."
"brain, llc",brain™
bridgewater associates,bridgewater
bridgewater associates,"bridgewater associates, lp"
buoy health,buoy
buoy health,"buoy health, inc."
capital one,capital one financial corporation
capital one,capital one financial corp
capsen robotics,capsen robotics inc
vidado,captricity
vidado,vidado
vidado,"captricity, inc."
vidado,captricity inc
carbon robotics,carbon robotics inc
caspar ai,"brain of t., inc"
caspar ai,"brain of things, inc."
caspar ai,"caspar.ai
"
caspar ai,caspar bv
caspar ai,brain of things
caspar ai,caspar
challenge israel,itc
challenge israel,tech fellows
challenge israel,itc fellows
challenge israel,itc israel
challenge israel,israel tech challenge
charles river associates,"cra international, inc."
charles river associates,charles river associates (cra)
charles river associates,cra
charles river associates,cra international
charles river associates,crai
charles river associates,cra international inc
cheeky scientist,cheeky scientist association
cheeky scientist,cheeky scientist llc
cheeseburger therapy,cheeseburger
chegg inc.,chegg
chegg inc.,"chegg, inc."
chegg inc.,chegg inc
circuit therapeutics,"circuit therapeutics, inc."
circuit therapeutics,circuit therapeutics inc
cisco systems inc,cisco systems
cisco systems inc,"cisco systems, inc."
cisco systems inc,cisco systems inc
cisco systems inc,cisco
citadel llc,citadel
citadel llc,citadel investment group
citadel llc,wellington financial group
citadel llc,citadel enterprise americas llc
city of zion,coz
citybldr,"rebls, inc."
citybldr,rebls inc
citybldr,citybldr
clarifai,clarifai inc.
clarifai,clarifai inc
clarion healthcare,clarion healthcare llc
clarion healthcare,clarion
climbtag,"climbtag, llc"
"clinc, inc.",clarity lab
"clinc, inc.",clinc inc
"clinc, inc.",clinc
coatue management,coatue
coatue management,coatue management llc
coatue management,"coatue management, l.l.c."
cognex corporation,cognex
cognex corporation,cognex corp
comcast,comcast corp
comcast,comcast holdings
comcast,comcast corporation
computable labs,computable
computable labs,computable labs
computable labs,comutable labs
corning incorporated,corning
corning incorporated,corning inc.
corning incorporated,corning inc
coupang,coupang corp
coupang,"kupang co., ltd."
coupang,forward ventures
coupang,"coupang co., ltd."
covariant ai (formerly embodied intelligence),covariant
covariant ai (formerly embodied intelligence),embodied intelligence inc
covariant ai (formerly embodied intelligence),embodied intelligence inc.
covariant ai (formerly embodied intelligence),covariant.ai
credibly,retail capital
credibly,retailcapital
credibly,retail capital llc
cruise automation,cruise
cruise automation,cruise acquired by general motors
cruise automation,cruise automation inc
cruise automation,cruise llc
curbside,curbside inc
curbside,"curbside, inc."
curbside,rakuten ready
cyborgdistro,hackaday
dascena,"dascena, inc."
databricks,"databricks, inc."
dbs bank,dbs bank ltd
dbs bank,dbs
deephealth,"deephealth, inc."
demandbase,demandbase - the leader in account-based marketing
demandbase,demandbase ltd.
demandbase,"demandbase, inc."
demandbase,demandbase inc
design machine learning lab,design machine learning lab (dml)
design machine learning lab,dml
determined ai,"determined.ai, inc."
determined ai,determined
"dexterity, inc.",dexterity
"dexterity, inc.",dexterity inc
dictionarysquared,"dictionarysquared, inc"
dictionarysquared,"dictionarysquared, inc."
dropbox,"dropbox, inc."
dropbox,dropbox inc
duolingo,"duolingo, inc."
eagleeye systems s.a.,eagle eye networks
eagleeye systems s.a.,eagle eye
eagleview,eagleview technologies
eagleview,"eagleview technologies, inc."
eagleview,eagle view technologies inc
eaton corp plc,eaton
eaton corp plc,eaton corporation plc.
eaton corp plc,eaton corporation inc
eaton corp plc,eaton corporation
eaton corp plc,eaton corp
eatron technologies,eatron technologies ltd
eatron technologies,eatron tech
eatron technologies,eatron
ebay,ebay inc.
ebay,ebay inc
edenworks,upward farms
edenworks,fka edenworks
edenworks,seed & roe
element analytics,element
element analytics,"element analytics, inc."
element analytics,element analytics inc
elemental cognition,ec
elemind technologies,"elemind technologies, inc.
"
elemind technologies,elemind
eli lilly and company,eli lilly and co
eli lilly and company,lilly and co
eli lilly and company,eli lilly
elsevier,elsevier ltd
elsevier,elsevier bv
elsevier,reed elsevier
exiger,exiger llc
experian,experian®
experian,"experian information solutions, inc."
experian,experian information solutions inc
extrahop,"extrahop networks, inc."
extrahop,extrahop networks
exyn technologies inc,exyn technologies
eyestyle,styllspy
farmwise,deeplook
farmwise,"farmwise labs, inc"
fenwick & west llp,fenwick & west
finch therapeutics group,nextbiome
finch therapeutics group,finch scientific
finch therapeutics group,finch therapeutics
finch therapeutics group,"finch therapeutics group, inc."
finch therapeutics group,finch
flightwave aerospace,flightwave
flightwave aerospace,flightwave aerospace systems inc
ford motor company,ford motor company limited
ford motor company,ford direct
ford motor company,ford motor co
formlabs,formlabs inc.
formlabs,formlabs gmbh
formlabs,formlabs inc
full stack deep learning,fsdl
"fyusion, inc.",fyusion
"fyusion, inc.","fyusion, inc. "
"fyusion, inc.",fyusion inc
"fyusion, inc.","fyusion, inc"
ge global research,ge research
ge global research,ge
ge global research,general electric
ge global research,ge global research (division)
ge healthcare,general electric company
ge healthcare,ge healthcare ltd
ge healthcare,ge healthcare inc
"genapsys, inc.","genapsys
"
"genapsys, inc.",genapsys inc.
"genapsys, inc.",genapsys inc
genomic health,"genomic health, inc."
ghabut corporation,ghamut
ghabut corporation,ghamut corporation
global vitals llc,"global vitals, llc"
global vitals llc,global vitals
gns healthcare,gns
gns healthcare,"gns healthcare, inc."
gns healthcare,gene network sciences
gns healthcare,"gns biotech, inc"
goldman sachs,"goldman sachs japan co., ltd."
goldman sachs,高盛集团(中国)
goldman sachs,gaosheng jituan (zhongguo)
goldman sachs,goldman sachs ag
green key technologies,greenkey technologies
green key technologies,greenkey technologies 
green key technologies,green key technologies inc
gritstone oncology,"gritstone oncology, inc."
gritstone oncology,gritstone
l3harris technologies inc,l3 harris technologies
l3harris technologies inc,l3 harris
l3harris technologies inc,harris
l3harris technologies inc,harris corporation
l3harris technologies inc,"l3 harris technologies, inc."
l3harris technologies inc,l3harris technologies inc
l3harris technologies inc,l3harris technologies
l3harris technologies inc,l3harris
l3harris technologies inc,"l3harris technologies, inc."
haslam consulting,haslam consulting & accounting
haslam consulting,haslam
haslam consulting,haslam consulting & accounting pty ltd
hebi robotics,hebi
hebi robotics,hebi robotics llc
here technologies,"here, a nokia company"
here technologies,here maps
here technologies,here international bv
here technologies,here
here technologies,navteq
highmark health,"highmark, inc."
highmark health,highmark inc.
highmark health,highmark
highmark health,highmark blue cross blue shield
highmark health,highmark inc
hm.clause,"hm.clause, inc."
hm.clause,hm.clause inc
hoodline,"hoodline, inc."
hoodline,hoodline inc
hosta labs,hosta
hosta labs,"hl acquisition, inc."
houzz,houzz inc.
hyperloop one,hyperloop technologies
hyperloop one,virgin hyperloop one
hyperloop one,virgin hyperloop
hyperloop one,"hyperloop technologies, inc."
i2dx,"i2dx, inc."
ideagen,datum international
ideagen,ideagen plc
illumina,"illumina, inc."
illumina,illumina inc
imbio,imbio llc
"immersivetouch, inc.",immersivetouch
improbable,improbable worlds limited
improbable,improbable worlds ltd
informatica,informatica llc
"inscopix, inc.",inscopix
"inscopix, inc.",inscopix inc
insight data science,noteleaf inc
insight data science,insight
intellectual ventures laboratory,intellectual ventures
intellectual ventures laboratory,iv lab
intuit,intuit inc.
invitae,invitae corp
invitae,locus development inc
invitae,invitae corporation
iqvia,quintilesims
iqvia,"quintiles and ims health, inc."
iqvia,iqvia®
iqvia,iqvia inc
iqvia,iqvia holding inc
irobot,puresight systems private limited
irobot,irobot corp
irobot,irobot corporation
j.p. morgan,jp morgan
j.p. morgan,constellation venture partners
j.p. morgan,jpmorgan chase & co.
j.p. morgan,jpmorgan
j.p. morgan,j.p. morgan
jane street,jane street capital
jane street,"jane street group, llc."
jane street,jane street group llc
janssen research & development,r&d at janssen
janssen research & development,janssen research & development llc
"jasper capital international, ltd",jasper capital international
"jasper capital international, ltd",jasper capital
"jasper capital international, ltd",jasper
"jasper capital international, ltd",jasper capital international ltd
jeeva wireless,jeeva
jeeva wireless,jeeva wireless inc
jibo inc,"jibo, inc"
jido maps,jido
jido maps,jido inc.
jido maps,jido inc
jitx,jitx inc.
jump trading llc,jump trading
jump trading llc,"jump trading, llc."
juristat,"datanalytics, inc."
juristat,datanalytics inc
kagenair llc,"kagenair, llc"
kagenair llc,kagen air
kagenair llc,kagenair
kaiser permanente,permanente health plan
kaiser permanente,"kaiser foundation health plan, inc."
"kaleido biosciences, inc.",kaleido biosciences
"kaleido biosciences, inc.",kaleido biosciences inc
kitty hawk,kitty hawk corporation
laer ai,"laer ai, inc."
laer ai,laer ai inc
laer ai,laer
lendbuzz,"lendbuzz, inc."
lepton incorporated,lepton corp
lepton incorporated,lepton inc
lepton incorporated,lepton
light,light labs inc.
light,light labs inc
lightform,"lightform, inc."
limagrain,groupe limagrain
limagrain,limagrain group
limagrain,limagrain sca
linkedin,linkedin corporation
linkedin,linkedin corp
lino corp,lino
lino corp,lino network
lino corp,lino blockchain
lisa ai,asklisa
lisa ai,lisa
lisa ai,ask lisa
lockheed martin,lockheed martin corporation
lovely inc,ourlovely
lovely inc,"lovely, inc."
lovely inc,lovely
lrng by collective shift,lrng
lumii,lumii inc
lyft,"lyft, inc."
lyft,lyft inc
maana,"maana, inc."
maana,maana inc
machine learning consultants llc,"machine learning consulting, llc"
machine learning consultants llc,machine learning consulting
machine learning consultants llc,mlc
mainiway ai lab,"mainiway network technology (shanghai) co., ltd."
mapper.ai,"mapper.ai, inc."
mapper.ai,mapperai inc
mapper.ai,mapper
mapper.ai,mapper.ai inc
marketing ai partners (map),marketing ai partners
marketing ai partners (map),map
marketing ai partners (map),"marketing ai partners, llc"
mathematica policy research,mathematica
mathematica policy research,"mathematica, inc."
mathematica policy research,mathematica policy research inc
mathworks,the mathworks
mathworks,mathworks inc
mckinsey & company,mckinsey
mckinsey & company,"mckinsey & company, inc."
med data quest,mdq
med data quest,meddataquest
mendel.ai,mendel
mendel.ai,mendel health
"mercure capital, llc",mercure capital
metacog,metacog inc
metacog,"metacog technologies, llc"
ml consulting,ml financial consulting
ml consulting,ml
ml consulting,ml financial associates
ml consulting,ml financial associates ltd
ml consulting,m&l consulting ltd
mobi systems,mobi
mobi systems,mobi systems inc
mobilecoin,"mobilecoin, inc."
mobilecoin,mobilecoin inc
monster,monster.com
monster,monster worldwide
monster,arbeidskamerater
monster,monster worldwide inc
morgan stanley,摩根士丹利
morgan stanley,morgan stanley & co.
mosaic building group,mosaic
mosaic building group,mosaic building
mosaic building group,mosaic building group inc.
mrsi,mrsi systems
mrsi,mrsi mycronic
mrsi,mrsi systems llc
mumec,"mumec, inc."
mutuo health solutions,mutuo health
mutuo health solutions,mutuo
mutuo health solutions,autoscribe
mutuo health solutions,mutuo health solutions inc.
n-join research,n join
n-join research,n-join
nash,nash exchange
nash,neon exchange
nash,nex
nash,nex (neon exchange)
nash,neon exchange ag
nconnex inc.,nconnex
nest,nest vc
nest,nest hong kong
nest,nest management limited
new balance,nb
new balance,new balance athletics inc
new balance,new balance inc
new balance,new balance athletic shoe
new balance,new balance arch support
nio,nextev
nio,nio limited
nio,nextcar
nio,蔚来
nio,weilai
nio,上海蔚来汽车有限公司
nio,"shanghai weilai automobile co., ltd"
nio,nio inc.
nio,blue sky coming
nissan motor corporation,nissan motor
nissan motor corporation,"nissan motor co., ltd."
nissan motor corporation,nissan
norilla,novel research-based intelligent lifelong learning apparatus
northrop grumman,northrop grumman corp
northrop grumman,northrop grumman corporation
nuance communications,nuance
nuance communications,"nuance communications, inc."
nuvu,nuvu studio
nuvu,nuvu llc
nxp semiconductors,nxp semiconductors netherlands bv
nxp semiconductors,philips semiconductors
nxp semiconductors,nxp
"oben, inc.",oben
"oben, inc.",有限公司
"oben, inc.",oben inc
"oceancomm, inc.",oceancomm
one zero capital,1/0 capital
one zero capital,1/0 capital llc
one zero capital,1/0
open algorithms (opal) project,opal
open algorithms (opal) project,open algorithms for better decisions
open algorithms (opal) project,projectopal
open philanthropy project,open philanthropy
openbiome,microbiome health research institute inc
opensolver,opensolver for excel
optimus ride,optimus ride inc.
oracle,oracle corporation
oracle,oracle corp
osaro,"osaro, inc."
osaro,osaro
oshkosh corp,oshkosh corporation
oshkosh corp,oshkosh
oshkosh corp,"oshkosh corporation, inc."
osram,osram gmbh
osram,osram sylvania inc.
osram,osram sylvania
palo alto networks,paloalto
palo alto networks,"palo alto networks, inc."
palo alto research center,parc
palo alto research center,xerox parc
palo alto research center,parc a xerox company
palo alto research center,palo alto research center incorporated
palo alto research center,palo alto research center inc
pandora,savage beast technologies
pandora,"pandora media, inc."
pandora,pandora interactive
pandora,"pandora media, llc"
"particle media, inc.",news break
"particle media, inc.",particle media inc
"particle media, inc.",particle media
"pasadena labs, inc.",pasadena labs inc
"perfect 1600 sat prep classes and tutors - fremont, bay area",perfect 1600
phantom ai,"phantom ai, inc."
phantom ai,phantom ai inc
"photokharma, inc.",knoto
"photokharma, inc.",photokharma
phyn,phyn inc
phyn,"phyn, llc"
pienso,"pienso, inc."
pienso,pienso inc
pinterest,cold brew labs inc.
pinterest,pinterest inc.
"preferred networks, inc.",pfn
"preferred networks, inc.",preferred networks
"preferred networks, inc.",preferred networks inc
primer ai,primer
primer ai,primer.ai
procter & gamble,procter & gamble company
procter & gamble,procter & gamble co
procter & gamble,p&g
psikick,everactive
psikick,"everactive, inc."
"qadium, inc.",expanse
"qadium, inc.",expanse inc.
"qadium, inc.",qadium
qloo inc.,qloo
quantbot technologies lp,"quantbot technologies, lp"
quantbot technologies lp,quantbot
"quizlet, inc.",quizlet
"quizlet, inc.",quizlet inc.
radius intelligence,radius intelligence inc
radius intelligence,"radius intelligence, inc."
ramak international,ramakintl
ratlab llc,ratlab
ready!,ready.ai
realself,"realself, inc."
realself,realself inc
red storm entertainment,"red storm entertainment, inc."
red storm entertainment,red storm
research square,research square aje llc
research square,research square company
respira labs,respira labs llc
respira labs,respiralabs inc.
retailgate,retailgate technologies inc.
revivemed,revivemed technologies
revivemed,"revivemed, inc."
rheinmetall automotive,rheinmetall ag
rheinmetall automotive,rheinmetall automotive ag
rheinmetall automotive,rheinmetall
"righthand robotics, inc",righthand robotics inc
"righthand robotics, inc",righthand robotics
"righthand robotics, inc",rhr
roam analytics,roam
roam analytics,roam insight
roam analytics,"roam analytics, inc."
roam analytics,roam analytics inc
robby technologies,robby
robby technologies,"robby technologies, inc."
roche,f hoffmann la roche ag
roche,f. hoffmann-la roche ltd
roivant sciences,roivant sciences inc
roivant sciences,roivant sciences gmbh
roivant sciences,roivant sciences ltd.
russell investments,frank russell company
russell investments,russell investments ltd
russell reynolds associates,russell reynolds associates inc
s&p global,s&p global inc.
s&p global,mcgraw hill financial
safelyyou,"safelyyou, inc"
safelyyou,safely you
samsung,samsung
samsung,samsung 
samsung,samsung electronics co ltd
samsung,samsung electronics
samsung,"samsung electronics co., ltd."
sapling intelligence,sapling.ai
sapling intelligence,sapling
sapling intelligence,"sapling intelligence, inc."
sas ins.,sas institute
sas ins.,sas
sas ins.,sas institute inc.
sas ins.,statistical analysis system institute
scaled interference,scaled inference inc
scaled interference,scaledinference.com
schlumberger,schlumberger limited
schlumberger,schlumberger nv
schneider national,schneider
schneider national,schneider national inc
shanghai stock exchange,shanghai zhengquan jiaoyisuo
shanghai stock exchange,上海证券交易所
shanghai stock exchange,sse
shanghai stock exchange,shanghai stock exchange (sse)
shannon.ai,香侬科技
shannon.ai,xiangnong keji
shareable,"sharing, inc. dba shareable."
royal dutch shell,royal dutch shell
royal dutch shell,royal dutch shell plc
royal dutch shell,u58f3u724cu4e2du56fd
royal dutch shell,shell global
royal dutch shell,shell
sightlogix,sightlogix inc.
signalfire,"signalfire, llc"
silo,silo technologies
silo,silo inc
simplemachines inc,simplemachines inc.
simplemachines inc,smi
simplemachines inc,"simplemachines, inc."
simplemachines inc,"simplemachines, inc.
"
simplemachines inc,simplemachines
sistine solar,"sistine solar, inc."
sistine solar,solarskin
skytree - the machine learning company®,skytree - the machine learning company¬æ
skytree - the machine learning company®,skytree
skytree - the machine learning company®,"skytree, inc."
skytree - the machine learning company®,sky tree
smartdrive systems,"smartdrive systems, inc."
smartdrive systems,smartdrive®
smartdrive systems,smartdrive
smbc nikko securities inc.,"smbc nikko securities japan

"
smbc nikko securities inc.,smbc nikko securities
snap inc.,snapchat inc.
snap inc.,snap
snap inc.,snap. inc
snap inc.,snapchat
snap inc.,snap inc
"soar technology, inc.",soar technologies
"soar technology, inc.",soartech
spaceflight industries,spaceflight
spaceflight industries,spaceflight industries inc
spacex,space exploration technologies corp.
spacex,space exploration technologies corporation
spacex,space exploration technologies corp
"staffpad, ltd.",staffpad
"staffpad, ltd.",staffpad ltd
steepconsult,arrayo
steepconsult,steep
steepconsult,steepconsult inc
stitch fix,stitch fix inc
stitch fix,"stitch fix, inc."
stylewhere,stylewhere inc
swift navigation,"swift navigation, inc."
swift navigation,swift navigation inc
swiss re,swiss re group
swiss re,swiss re ltd
swiss re,swiss re ag
nortonlifelock,symantec corp
nortonlifelock,symantec corporation
nortonlifelock,nortonlifelock inc
nortonlifelock,norton lifelock
synyi ai,synyi
synyi ai,shanghai synyi medical technology co. ltd.
synyi ai,森亿智能_
synyi ai,senyi
synyi ai,shanghai senyi
synyi ai,senyi intelligent
synyi ai,"shanghai senyi medical technology co., ltd. (seniyi intelligence)"
synyi ai,seniyi intelligence
synyi ai,shanghai synyi ai medical technology co ltd
synyi ai,shanghai senyi medical technology
systems & technology research llc,systems and technology research
systems & technology research llc,systems & technology research
systems & technology research llc,str
tachyon nexus,"alluxio
"
tachyon nexus,"alluxio, inc."
target,"target brands, inc"
target,target corp
target,dayton hudson corp
target,target corporation
technicolor,thomson multimedia
technicolor,thomson sarl
technicolor,technicolor sa
texas instruments,texas instruments inc
texas instruments,texas instruments incorporated
texas instruments,gtronix
texas instruments,ti
text iq,text iq inc
teza technologies,teza technologies llc
teza technologies,teza
tge marketing & advisory corp.,tge marketing & advisory
tge marketing & advisory corp.,tge
the boston consulting group (bcg),boston consulting group
the boston consulting group (bcg),the boston consulting group
the boston consulting group (bcg),boston consulting group inc
the boston consulting group (bcg),bcg
the d. e. shaw group,d. e. shaw & co.
the d. e. shaw group,de shaw co
the d. e. shaw group,"d. e. shaw & co., l.p."
the d. e. shaw group,d.e. shaw
the depository trust & clearing corporation (dtcc),dtcc
the depository trust & clearing corporation (dtcc),depository trust & clearing corporation
the emmes corporation,"the emmes company, llc"
the emmes corporation,emmes
the emmes corporation,emmes corp
the voleon group,voleon capital management lp
the voleon group,voleon
"touch graphics, inc.",touch graphics
"touch graphics, inc.",touch graphics inc
"touch graphics, inc.",touch graphics europe
"touch graphics, inc.",touch graphics us
"toxstrategies, inc.",toxstrategies inc
"toxstrategies, inc.",toxstrategies
"transmart technologies, inc.",transmart
"transmart technologies, inc.",transmart technologies inc
tulip,tulip products inc.
tulip,tulipclean
turnitin,turnitin llc
twitter,twitter inc.
two sigma,two sigma investments lp
two sigma,two sigma investments
typical set,voleon capital management
typical set,the voleon group
typical set,voleon group
typical set,voleon capital management lp
typical set,voleon capital management llc
uber,ubercab.com
uber,uber technologies inc.
uber,ubercab
ubisoft toronto,ubisoft entertainment.
ubisoft toronto,ubisoft
ubisoft toronto,ubisoft toronto inc
v3 markets,infinium capital management
v3 markets,v3 markets llc
vadum inc.,"vadum, inc."
vadum inc.,vadum inc
vanguard,"the vanguard group, inc"
vanguard,the vanguard group
vanguard,vanguard group inc
"veracyte, inc.","calderome, inc."
"veracyte, inc.",veracyte
"veracyte, inc.",veracyte inc
"versium, inc.",versium
"versium, inc.",versium analytics
"versium, inc.",versium analytics inc
verus financial,verus financial llc
verus financial,verus analytics
verus financial,verus analytics llc
verus financial,verus
viaduct,"viaduct, inc."
viaduct,viaduct ai
viaduct,viaduct technologies
vicarious ai,vicarious
vicarious ai,"vicarious systems, inc."
vicarious ai,vicarious systems
vicarious ai,vicarious fpc inc
videoamp,"videoamp, inc."
videoamp,videoamp inc
virta health,virta health corp
virta health,virta
virtulus,virtulus inc.
visby.io,visby
visby.io,visby camera corporation
vivere l'italiano,vivere l'italiano ltd
vivere l'italiano,vivere l'italiano ltd 2020.
voci technologies,voci technologies inc
voci technologies,silicon vox corp
voci technologies,"voci technologies, inc."
voci technologies,voci
voxel51,"voxel51, inc."
waveone inc.,"waveone, inc."
waveone inc.,waveone
wealthfront inc,wealthfront inc.
wealthfront inc,wealthfront corporation
wealthfront inc,wealthfront corp
"winkers, inc.",winkers
"winkers, inc.",winkers inc
wordseye,wordseye inc
divers4oceans,divers4oceanography
xseed capital,xseed
xseed capital,x/seed capital management
xseed capital,xseed capital management
y generation education,chance
zenuity,zenuity ab
zillow,"zillow, inc."
zillow,zillow group inc
zillow,zillow group
bmw,bayerische motoren werke
"boeing defense, space & security",the boeing company
"boeing defense, space & security",boeing
"boeing defense, space & security",boeing company
"boeing defense, space & security",boeing co
general electric,ge
alphabet,alphabet inc
yaskawa,安川電機
great wall motor company,长城汽车
great wall motor company,长城汽车股份有限公司
maxar technologies,"macdonald, dettwiler and associates"
accenture plc,accenture
accenture plc,andersen
deloitte touche tohmatsu ltd/united kingdom,deloitte
deloitte touche tohmatsu ltd/united kingdom,deloitte touche tohmatsu limited
deloitte touche tohmatsu ltd/united kingdom,deloitte touche tohmatsu ltd
deloitte touche tohmatsu ltd/united kingdom,dttl
at&t inc,at&t
at&t inc,sbc communication
at&t inc,at&t inc.
ernst & young llp,ey
ernst & young llp,ernst & young global limited
ernst & young llp,ernst & young limited
ernst & young llp,ernst & young
unitedhealth group inc,unitedhealth group
unitedhealth group inc,unitedhealth group inc.
hewlett packard,hewlett packard co.
hewlett packard,hp
leidos holdings inc,leidos
leidos holdings inc,leidos holdings
honeywell international inc,honeywell international
honeywell international inc,honeywell
dahua technology,浙江大华信息技术股份有限公司
dahua technology,大华股份
foxconn,"hon hai precision industry co., ltd."
foxconn,hon hai precision industry co.
foxconn,foxconn technology group
tractable,tractable ltd.
tractable,tractable ltd
abnormal security,abnormal security corporation.
abnormal security,abnormal security corp
abnormal security,abnormal
alice technologies,alice technologies inc.
alice technologies,alice
alice technologies,alice technologies inc
amp robotics,amp robotics corp.
amp robotics,amp robotics corp
arthurai,arthur ai
arthurai,arthur
beyond limits,beyond limits inc.
beyond limits,beyond limits inc
bowery farming,"bowery, inc."
bowery farming,bowery
bowery farming,bowery farming inc
built robotics,built robotics inc.
built robotics,built robotics inc
citrine informatics,"citrine informatics, inc."
citrine informatics,citrine informatics inc
citrine informatics,citrine
complyadvantage,complyadvantage ltd
complyadvantage,ivxs uk ltd
complyadvantage,ivxs uk limited
concerto healthai,concerto healthcare inc
concerto healthai,concerto healthai solutions llc
